session_id,user_id,session_date,platform,daily_usage_minutes,device_type,notifications_received,sessions_per_day,scroll_distance_meters,videos_watched,stories_viewed,ads_clicked,time_of_day
SESS016145,USR03979,2023-01-08,Instagram,164.7,Tablet,191.0,28,7.17,47,49,14,Afternoon
SESS016146,USR04674,2023-03-16,LinkedIn,,Desktop,,7,,59,43,18,Morning
SESS016147,USR03997,2023-12-13,Snapchat,124.8,Desktop,187.0,19,11.22,49,5,6,Morning
SESS016148,USR02571,2023-06-02,Facebook,29.3,Desktop,90.0,23,3.29,23,6,12,Morning
SESS016149,USR04111,2023-07-28,Facebook,153.3,Tablet,32.0,13,109.94,87,44,15,Morning
SESS016150,USR02126,2023-12-24,Pinterest,950.9,Tablet,50.0,10,24.54,31,45,14,Evening
SESS016151,USR00679,2023-02-07,Snapchat,57.0,Desktop,197.0,2,135.27,9,17,10,Afternoon
SESS016152,USR01206,2023-01-10,LinkedIn,23.3,Tablet,90.0,24,132.07,28,23,4,Morning
SESS016153,USR03951,2023-12-14,Facebook,,Desktop,,10,,29,37,16,Evening
SESS016154,USR02220,2023-12-20,Twitter/X,67.7,Mobile,117.0,18,95.7,68,14,8,Morning
SESS016155,USR02178,2023-02-06,Twitter/X,29.1,Mobile,156.0,26,33.63,19,23,5,Late Night
SESS016156,USR01351,2023-07-19,TikTok,122.4,Desktop,170.0,25,37.39,8,13,8,Morning
SESS016157,USR01318,2023-10-01,LinkedIn,67.5,Desktop,108.0,22,36.25,96,35,11,Late Night
SESS016158,USR00014,2023-02-17,TikTok,,Tablet,,5,,43,13,15,Evening
SESS016159,USR04013,2023-01-02,YouTube,32.1,Mobile,19.0,19,106.63,3,39,2,Morning
SESS016160,USR03554,2023-09-11,YouTube,60.3,Tablet,102.0,19,9.27,73,49,9,Evening
SESS016161,USR01429,2023-02-22,Pinterest,71.3,Mobile,25.0,20,110.54,65,50,15,Late Night
SESS016162,USR04564,2023-05-07,YouTube,69.3,Tablet,77.0,21,61.96,38,5,18,Late Night
SESS016163,USR02999,2023-09-04,Instagram,37.6,Desktop,83.0,25,58.59,76,19,8,Late Night
SESS016164,USR02543,2023-09-06,Twitter/X,130.3,Desktop,49.0,27,26.54,44,46,10,Morning
SESS016165,USR01325,2023-12-14,TikTok,25.8,Desktop,65.0,19,117.79,84,16,4,Morning
SESS016166,USR04252,2023-10-25,Facebook,87.4,Mobile,142.0,6,7.38,93,43,13,Late Night
SESS016167,USR04803,2023-09-08,Twitter/X,103.4,Tablet,91.0,22,72.25,49,12,16,Morning
SESS016168,USR01092,2023-04-29,YouTube,99.7,Mobile,12.0,1,1.69,52,25,14,Evening
SESS016169,USR03699,2023-01-08,Facebook,,Tablet,,6,,30,13,15,Afternoon
SESS016170,USR02359,2023-11-14,Instagram,53.5,Tablet,61.0,13,8.02,57,37,12,Evening
SESS016171,USR03514,2023-11-21,Pinterest,277.8,Desktop,174.0,1,83.95,39,34,14,Morning
SESS016172,USR02153,2023-11-19,Instagram,207.0,Tablet,12.0,25,31.65,95,11,8,Morning
SESS016173,USR04928,2023-06-21,TikTok,36.4,Tablet,192.0,4,61.46,75,28,7,Morning
SESS016174,USR00881,2023-02-18,Instagram,38.4,Desktop,12.0,7,6.57,72,2,6,Late Night
SESS016175,USR00305,2023-12-28,YouTube,106.4,Tablet,56.0,10,0.41,25,49,13,Evening
SESS016176,USR04397,2023-06-05,Facebook,78.8,Tablet,15.0,8,9.51,46,22,1,Evening
SESS016177,USR00981,2023-11-21,LinkedIn,44.7,Tablet,32.0,8,5.6,61,34,10,Morning
SESS016178,USR01515,2023-07-21,Pinterest,45.4,Mobile,4.0,17,37.47,14,12,14,Late Night
SESS016179,USR03020,2023-01-06,Twitter/X,133.1,Mobile,186.0,14,3.75,96,10,0,Afternoon
SESS016180,USR04077,2023-08-17,TikTok,50.0,Tablet,96.0,18,45.56,92,13,19,Late Night
SESS016181,USR04437,2023-04-08,Instagram,461.1,Desktop,110.0,30,1.22,73,9,16,Afternoon
SESS016182,USR04426,2023-09-10,YouTube,57.9,Mobile,68.0,14,3.4,18,18,11,Late Night
SESS016183,USR01662,2023-03-30,LinkedIn,22.6,Desktop,199.0,30,67.11,99,45,19,Evening
SESS016184,USR02905,2023-01-30,TikTok,49.4,Mobile,42.0,30,2.61,96,28,16,Afternoon
SESS016185,USR02013,2023-06-07,Facebook,17.1,Tablet,25.0,22,54.42,34,31,3,Morning
SESS016186,USR04995,2023-01-21,Facebook,37.9,Mobile,164.0,18,89.75,64,11,6,Evening
SESS016187,USR02931,2023-05-05,Twitter/X,8.3,Desktop,62.0,2,2.07,39,25,16,Evening
SESS016188,USR04713,2023-11-22,LinkedIn,51.3,Desktop,149.0,9,44.2,2,14,18,Evening
SESS016189,USR01625,2023-04-02,YouTube,67.1,Mobile,112.0,10,143.17,46,34,20,Evening
SESS016190,USR02703,2023-12-12,TikTok,17.7,Tablet,25.0,10,14.09,11,0,7,Evening
SESS016191,USR03152,2023-06-02,Pinterest,26.5,Desktop,74.0,5,62.11,45,43,3,Afternoon
SESS016192,USR00291,2023-01-05,LinkedIn,75.4,Mobile,130.0,1,18.04,12,22,3,Evening
SESS016193,USR02995,2023-05-26,TikTok,16.3,Desktop,176.0,1,10.97,13,42,7,Morning
SESS016194,USR02313,2023-06-05,Instagram,40.2,Mobile,179.0,27,92.85,100,38,5,Afternoon
SESS016195,USR01857,2023-01-11,Twitter/X,53.2,Mobile,147.0,1,103.97,50,21,10,Evening
SESS016196,USR02660,2023-02-22,Twitter/X,136.7,Mobile,161.0,7,33.96,45,20,3,Late Night
SESS016197,USR03864,2023-03-23,Twitter/X,51.6,Desktop,120.0,25,6.37,76,7,18,Late Night
SESS016198,USR04343,2023-02-08,Pinterest,42.2,Desktop,83.0,27,131.7,22,4,12,Evening
SESS016199,USR00946,2023-08-16,Facebook,21.3,Mobile,142.0,20,2.94,25,47,20,Afternoon
SESS016200,USR00885,2023-10-12,LinkedIn,69.5,Desktop,51.0,27,39.74,16,30,20,Late Night
SESS016201,USR03426,2023-06-25,Twitter/X,78.4,Desktop,24.0,2,77.25,7,43,18,Evening
SESS016202,USR01428,2023-08-06,Snapchat,37.0,Mobile,43.0,12,4.28,83,37,4,Late Night
SESS016203,USR03989,2023-12-29,Pinterest,99.3,Mobile,87.0,29,40.99,18,28,17,Late Night
SESS016204,USR01569,2023-11-24,LinkedIn,61.9,Mobile,2.0,4,27.62,98,15,11,Evening
SESS016205,USR04590,2023-04-16,Snapchat,15.5,Desktop,116.0,30,71.16,60,3,14,Evening
SESS016206,USR03673,2023-12-02,YouTube,71.0,Tablet,125.0,18,21.81,21,22,9,Late Night
SESS016207,USR04181,2023-06-08,Twitter/X,88.3,Mobile,23.0,6,12.9,31,4,5,Late Night
SESS016208,USR02809,2023-04-13,Twitter/X,9.0,Mobile,115.0,21,12.57,6,45,13,Evening
SESS016209,USR01258,2023-07-24,TikTok,91.9,Desktop,69.0,12,22.17,71,7,11,Morning
SESS016210,USR01870,2023-02-05,Snapchat,,Tablet,,2,,3,11,8,Afternoon
SESS016211,USR04764,2023-05-21,Snapchat,343.1,Desktop,99.0,10,4.55,7,30,12,Evening
SESS016212,USR00885,2023-06-22,YouTube,53.3,Desktop,175.0,9,28.28,98,12,2,Late Night
SESS016213,USR04587,2023-07-06,Twitter/X,43.9,Tablet,161.0,7,88.68,29,26,16,Late Night
SESS016214,USR00867,2023-01-17,Facebook,14.0,Mobile,47.0,1,11.34,79,23,3,Afternoon
SESS016215,USR04538,2023-02-13,YouTube,48.1,Tablet,44.0,3,231.07,12,46,6,Evening
SESS016216,USR02166,2023-03-22,LinkedIn,65.5,Desktop,58.0,23,10.03,89,49,14,Late Night
SESS016217,USR02254,2023-11-04,TikTok,32.1,Tablet,50.0,17,16.67,30,43,7,Evening
SESS016218,USR00783,2023-01-09,TikTok,,Tablet,,9,,82,27,7,Late Night
SESS016219,USR02043,2023-05-09,LinkedIn,9.4,Tablet,195.0,18,37.6,43,27,17,Late Night
SESS016220,USR01292,2023-05-03,Pinterest,233.0,Tablet,12.0,11,34.71,50,45,12,Morning
SESS016221,USR01004,2023-02-12,Pinterest,94.1,Tablet,184.0,13,35.61,87,3,4,Evening
SESS016222,USR04925,2023-03-23,LinkedIn,44.3,Desktop,190.0,22,2.77,18,30,12,Morning
SESS016223,USR02275,2023-09-28,Snapchat,85.7,Mobile,53.0,25,64.76,81,46,10,Afternoon
SESS016224,USR03560,2023-08-11,Facebook,47.7,Mobile,173.0,25,7.43,89,16,16,Afternoon
SESS016225,USR02077,2023-10-02,Facebook,50.9,Tablet,87.0,10,163.69,94,16,4,Morning
SESS016226,USR02388,2023-08-06,Facebook,16.8,Desktop,130.0,16,7.11,46,21,20,Morning
SESS016227,USR01100,2023-08-08,Instagram,127.5,Mobile,151.0,30,8.26,80,3,2,Afternoon
SESS016228,USR01598,2023-08-23,Twitter/X,45.4,Desktop,50.0,11,7.71,91,12,12,Late Night
SESS016229,USR04658,2023-08-13,Pinterest,67.0,Mobile,114.0,22,3.66,8,39,17,Morning
SESS016230,USR00531,2023-06-26,Facebook,50.6,Mobile,37.0,15,117.79,97,7,15,Evening
SESS016231,USR04122,2023-07-16,TikTok,52.6,Desktop,141.0,11,85.38,49,49,16,Late Night
SESS016232,USR00269,2023-05-31,YouTube,25.4,Mobile,57.0,6,30.11,95,15,3,Morning
SESS016233,USR02554,2023-07-24,Facebook,101.4,Mobile,7.0,25,17.03,5,45,3,Late Night
SESS016234,USR03960,2023-11-09,LinkedIn,128.1,Mobile,112.0,4,28.71,29,47,3,Evening
SESS016235,USR02375,2023-09-14,Twitter/X,27.6,Mobile,3.0,29,27.3,21,13,15,Afternoon
SESS016236,USR01131,2023-12-10,Snapchat,18.6,Mobile,143.0,21,11.51,3,41,20,Afternoon
SESS016237,USR04855,2023-04-14,Instagram,54.1,Tablet,20.0,25,55.65,91,15,19,Late Night
SESS016238,USR03046,2023-07-15,YouTube,32.4,Mobile,35.0,1,8.11,24,1,16,Evening
SESS016239,USR02853,2023-05-04,Snapchat,156.3,Tablet,75.0,29,7.05,63,17,2,Late Night
SESS016240,USR03638,2023-04-16,Instagram,114.5,Mobile,168.0,2,27.99,23,32,19,Morning
SESS016241,USR00118,2023-03-19,TikTok,25.0,Tablet,118.0,10,65.63,51,10,6,Evening
SESS016242,USR01498,2023-01-18,LinkedIn,18.6,Desktop,29.0,29,27.25,50,37,13,Late Night
SESS016243,USR01628,2023-10-19,TikTok,46.8,Mobile,23.0,6,11.01,96,40,8,Afternoon
SESS016244,USR03182,2023-05-25,TikTok,19.4,Desktop,0.0,14,102.3,60,1,5,Evening
SESS016245,USR02468,2023-09-25,Pinterest,89.6,Tablet,28.0,18,5.77,80,30,18,Morning
SESS016246,USR00949,2023-02-18,Pinterest,31.0,Mobile,36.0,10,49.97,81,36,15,Morning
SESS016247,USR02370,2023-07-28,Instagram,112.7,Tablet,19.0,17,79.21,32,5,12,Evening
SESS016248,USR01765,2023-09-17,YouTube,14.3,Desktop,32.0,10,19.71,91,2,12,Morning
SESS016249,USR01884,2023-07-01,Instagram,70.2,Tablet,174.0,18,42.7,27,11,10,Morning
SESS016250,USR03735,2023-04-08,Snapchat,19.1,Tablet,43.0,23,3.72,41,19,3,Morning
SESS016251,USR04623,2023-02-13,YouTube,8.0,Tablet,106.0,1,67.9,76,17,3,Evening
SESS016252,USR03257,2023-10-26,Facebook,51.5,Mobile,106.0,11,66.25,0,21,17,Late Night
SESS016253,USR02239,2023-10-24,Pinterest,327.7,Desktop,121.0,17,17.55,22,26,13,Morning
SESS016254,USR01691,2023-12-04,LinkedIn,44.4,Tablet,70.0,11,23.25,86,46,14,Morning
SESS016255,USR01392,2023-11-02,Twitter/X,24.6,Tablet,31.0,6,2.96,69,12,0,Morning
SESS016256,USR00189,2023-01-01,Instagram,343.0,Tablet,65.0,22,14.12,51,49,4,Late Night
SESS016257,USR03433,2023-12-19,Instagram,158.8,Mobile,126.0,9,51.82,6,21,11,Evening
SESS016258,USR04513,2023-09-26,Snapchat,25.6,Mobile,116.0,25,24.91,35,16,11,Afternoon
SESS016259,USR01021,2023-08-30,Facebook,34.1,Mobile,140.0,10,140.35,99,11,10,Late Night
SESS016260,USR01586,2023-01-18,Twitter/X,54.6,Mobile,137.0,29,40.46,73,26,15,Morning
SESS016261,USR00958,2023-02-04,Facebook,62.2,Mobile,16.0,28,1.96,43,22,0,Afternoon
SESS016262,USR00156,2023-06-05,Twitter/X,54.3,Tablet,124.0,14,24.07,6,18,0,Afternoon
SESS016263,USR02083,2023-07-14,Facebook,31.0,Mobile,15.0,29,0.13,42,14,11,Evening
SESS016264,USR04986,2023-02-27,Twitter/X,17.6,Desktop,121.0,2,25.46,98,41,9,Afternoon
SESS016265,USR00336,2023-09-21,Facebook,132.4,Desktop,117.0,5,89.26,60,40,16,Evening
SESS016266,USR02801,2023-08-29,TikTok,,Desktop,,4,,63,23,8,Late Night
SESS016267,USR00942,2023-01-30,LinkedIn,122.8,Tablet,37.0,2,21.03,97,0,4,Morning
SESS016268,USR03233,2023-11-18,Pinterest,122.4,Mobile,97.0,30,125.57,70,6,2,Morning
SESS016269,USR02628,2023-12-28,Facebook,57.6,Tablet,137.0,14,4.76,84,45,17,Afternoon
SESS016270,USR04406,2023-03-25,Pinterest,,Desktop,,17,,68,17,3,Evening
SESS016271,USR00356,2023-09-01,Facebook,16.1,Mobile,117.0,7,20.79,57,12,20,Morning
SESS016272,USR00631,2023-12-24,Pinterest,104.3,Desktop,184.0,2,1.01,69,5,2,Evening
SESS016273,USR00646,2023-04-27,TikTok,50.3,Tablet,145.0,26,64.98,62,47,18,Late Night
SESS016274,USR01839,2023-11-15,Instagram,32.6,Tablet,83.0,26,139.0,7,5,2,Evening
SESS016275,USR04769,2023-03-08,Instagram,160.5,Mobile,146.0,16,85.22,81,24,8,Late Night
SESS016276,USR00122,2023-05-17,Snapchat,52.6,Mobile,14.0,18,12.56,60,29,5,Afternoon
SESS016277,USR03585,2023-07-19,TikTok,30.5,Tablet,161.0,29,19.98,48,3,3,Evening
SESS016278,USR03356,2023-08-25,TikTok,26.2,Tablet,88.0,3,70.4,39,4,19,Morning
SESS016279,USR02047,2023-10-03,Snapchat,27.6,Desktop,196.0,24,52.08,15,32,7,Afternoon
SESS016280,USR02096,2023-04-29,Pinterest,46.2,Tablet,72.0,27,17.01,52,9,7,Afternoon
SESS016281,USR01302,2023-02-15,Snapchat,112.8,Tablet,132.0,6,6.12,67,31,15,Late Night
SESS016282,USR01020,2023-06-06,LinkedIn,33.9,Tablet,116.0,7,45.16,55,50,13,Evening
SESS016283,USR01659,2023-12-20,Twitter/X,16.0,Mobile,3.0,26,21.9,53,18,2,Late Night
SESS016284,USR03610,2023-07-18,Pinterest,29.3,Tablet,44.0,6,124.28,3,19,11,Evening
SESS016285,USR00426,2023-05-24,YouTube,11.5,Tablet,138.0,14,22.25,93,19,6,Evening
SESS016286,USR00611,2023-03-22,YouTube,51.9,Desktop,29.0,24,62.7,61,33,3,Afternoon
SESS016287,USR01037,2023-06-20,TikTok,114.0,Tablet,162.0,11,32.6,33,18,7,Late Night
SESS016288,USR02631,2023-01-15,TikTok,55.4,Mobile,86.0,9,70.54,85,31,4,Evening
SESS016289,USR02793,2023-09-18,LinkedIn,49.2,Desktop,106.0,29,120.95,29,13,18,Late Night
SESS016290,USR01724,2023-09-22,TikTok,42.1,Tablet,70.0,2,8.71,50,5,6,Late Night
SESS016291,USR02732,2023-03-31,Pinterest,93.3,Mobile,192.0,30,11.43,91,18,11,Late Night
SESS016292,USR02488,2023-05-02,Twitter/X,23.6,Tablet,46.0,1,140.87,72,46,5,Evening
SESS016293,USR04675,2023-03-14,Pinterest,56.1,Mobile,92.0,7,24.11,38,48,18,Evening
SESS016294,USR01386,2023-05-16,TikTok,24.6,Tablet,49.0,4,17.75,7,24,1,Morning
SESS016295,USR01275,2023-11-20,Instagram,19.6,Desktop,119.0,19,40.76,31,29,13,Evening
SESS016296,USR03866,2023-04-12,Snapchat,,Desktop,,2,,63,32,19,Morning
SESS016297,USR04377,2023-11-16,Twitter/X,156.0,Tablet,157.0,27,59.72,25,8,17,Afternoon
SESS016298,USR03838,2023-07-30,TikTok,28.4,Mobile,130.0,10,17.34,6,7,4,Morning
SESS016299,USR02847,2023-10-20,TikTok,45.5,Desktop,36.0,7,36.47,13,40,18,Evening
SESS016300,USR03829,2023-08-10,TikTok,13.5,Desktop,17.0,17,6.76,53,16,19,Late Night
SESS016301,USR02049,2023-11-17,Facebook,41.8,Mobile,0.0,2,40.53,58,16,17,Late Night
SESS016302,USR02790,2023-06-06,YouTube,46.9,Desktop,148.0,18,7.16,40,11,15,Late Night
SESS016303,USR02689,2023-12-10,Twitter/X,36.4,Desktop,63.0,23,113.59,55,0,18,Late Night
SESS016304,USR01551,2023-08-18,LinkedIn,72.6,Desktop,29.0,20,2.16,92,44,1,Late Night
SESS016305,USR00241,2023-12-14,TikTok,24.3,Mobile,64.0,2,41.69,91,17,13,Late Night
SESS016306,USR02106,2023-09-09,Pinterest,160.2,Desktop,50.0,21,30.12,38,16,18,Morning
SESS016307,USR02911,2023-04-20,Pinterest,34.6,Mobile,131.0,26,18.36,38,11,5,Morning
SESS016308,USR04860,2023-03-18,Instagram,45.7,Mobile,117.0,9,4.69,66,25,6,Afternoon
SESS016309,USR03949,2023-05-08,Snapchat,90.1,Tablet,138.0,3,53.3,50,29,3,Afternoon
SESS016310,USR03865,2023-09-09,Pinterest,52.6,Tablet,148.0,15,23.93,9,9,6,Evening
SESS016311,USR00404,2023-03-22,Instagram,21.2,Tablet,176.0,3,243.92,78,10,8,Afternoon
SESS016312,USR01392,2023-05-11,LinkedIn,35.6,Desktop,102.0,1,9.72,15,41,5,Evening
SESS016313,USR01405,2023-10-30,Twitter/X,62.3,Desktop,64.0,19,94.3,33,13,3,Afternoon
SESS016314,USR01497,2023-03-26,Facebook,174.6,Desktop,145.0,13,13.88,84,39,17,Afternoon
SESS016315,USR04013,2023-11-06,Instagram,36.2,Mobile,29.0,24,31.91,67,28,4,Evening
SESS016316,USR01366,2023-03-26,Facebook,,Mobile,,21,,82,26,2,Late Night
SESS016317,USR03676,2023-11-29,YouTube,94.5,Mobile,3.0,8,29.12,3,6,15,Late Night
SESS016318,USR02668,2023-02-14,YouTube,10.3,Desktop,71.0,7,201.15,50,19,0,Morning
SESS016319,USR01754,2023-05-07,Instagram,143.8,Desktop,49.0,17,4.18,2,38,18,Late Night
SESS016320,USR01440,2023-04-29,TikTok,34.0,Desktop,200.0,12,60.31,38,6,9,Morning
SESS016321,USR00895,2023-03-12,TikTok,12.3,Mobile,148.0,12,58.78,68,46,6,Morning
SESS016322,USR02251,2023-06-06,Snapchat,39.4,Tablet,71.0,11,4.21,8,1,13,Morning
SESS016323,USR04424,2023-01-03,YouTube,1310.8,Tablet,191.0,10,116.22,67,50,4,Late Night
SESS016324,USR02554,2023-07-21,LinkedIn,75.1,Tablet,116.0,12,110.45,58,11,13,Morning
SESS016325,USR02016,2023-02-06,Facebook,29.9,Desktop,79.0,30,5.32,66,37,9,Afternoon
SESS016326,USR04572,2023-09-22,Twitter/X,118.7,Mobile,45.0,19,14.19,58,50,17,Afternoon
SESS016327,USR00538,2023-07-26,Instagram,44.2,Desktop,30.0,7,4.5,13,35,3,Afternoon
SESS016328,USR02911,2023-12-17,Snapchat,47.9,Mobile,174.0,9,43.8,32,6,5,Morning
SESS016329,USR00968,2023-11-11,Pinterest,489.9,Desktop,122.0,12,36.31,16,5,6,Evening
SESS016330,USR02300,2023-11-27,Twitter/X,59.5,Desktop,56.0,25,49.88,18,32,10,Morning
SESS016331,USR04692,2023-05-28,Pinterest,146.3,Mobile,13.0,12,24.54,61,35,6,Evening
SESS016332,USR00785,2023-07-26,Pinterest,42.5,Desktop,64.0,27,53.54,50,35,13,Late Night
SESS016333,USR04062,2023-01-11,Facebook,94.6,Mobile,162.0,14,1.19,37,30,9,Afternoon
SESS016334,USR03873,2023-07-03,LinkedIn,32.7,Mobile,15.0,16,11.66,42,13,6,Morning
SESS016335,USR01772,2023-07-22,TikTok,,Mobile,,20,,13,38,2,Morning
SESS016336,USR01415,2023-10-29,Instagram,74.2,Desktop,114.0,7,100.96,68,41,2,Morning
SESS016337,USR01186,2023-03-18,TikTok,106.5,Mobile,163.0,16,18.32,87,12,8,Evening
SESS016338,USR01432,2023-08-18,Pinterest,86.0,Desktop,107.0,15,3.16,20,47,6,Evening
SESS016339,USR02736,2023-05-10,Instagram,40.9,Mobile,49.0,4,35.89,1,4,15,Afternoon
SESS016340,USR00042,2023-07-09,TikTok,82.7,Mobile,197.0,1,0.75,52,17,13,Morning
SESS016341,USR02760,2023-01-14,Instagram,54.4,Mobile,164.0,9,16.03,18,38,14,Late Night
SESS016342,USR02156,2023-07-07,LinkedIn,44.9,Tablet,89.0,27,8.24,71,4,19,Late Night
SESS016343,USR01668,2023-12-26,Snapchat,69.4,Mobile,51.0,17,41.65,13,36,0,Late Night
SESS016344,USR02973,2023-07-28,TikTok,29.0,Desktop,68.0,16,43.98,15,0,1,Late Night
SESS016345,USR02324,2023-11-13,Facebook,70.2,Mobile,101.0,26,9.62,4,39,1,Morning
SESS016346,USR00267,2023-07-03,Facebook,110.2,Tablet,1.0,27,13.23,70,6,14,Late Night
SESS016347,USR01903,2023-12-08,Pinterest,30.4,Tablet,167.0,4,31.37,31,22,19,Evening
SESS016348,USR04439,2023-09-26,Instagram,329.5,Tablet,47.0,23,57.22,86,33,20,Afternoon
SESS016349,USR02566,2023-03-27,LinkedIn,20.5,Tablet,97.0,7,56.49,95,43,18,Afternoon
SESS016350,USR04718,2023-07-15,YouTube,50.9,Mobile,123.0,24,71.11,49,31,6,Evening
SESS016351,USR01989,2023-02-12,YouTube,189.0,Mobile,176.0,18,76.44,78,36,15,Afternoon
SESS016352,USR02769,2023-08-08,LinkedIn,45.1,Mobile,129.0,14,14.91,17,10,16,Evening
SESS016353,USR04217,2023-10-26,LinkedIn,193.6,Desktop,94.0,16,29.69,88,14,9,Morning
SESS016354,USR00923,2023-02-18,YouTube,12.4,Desktop,195.0,6,8.98,52,9,9,Afternoon
SESS016355,USR03872,2023-04-13,YouTube,95.5,Desktop,106.0,28,167.08,41,47,17,Evening
SESS016356,USR03648,2023-05-22,Snapchat,,Tablet,,6,,67,35,15,Morning
SESS016357,USR00702,2023-04-24,TikTok,302.5,Tablet,100.0,15,55.98,18,15,6,Morning
SESS016358,USR00965,2023-11-18,Twitter/X,69.1,Tablet,66.0,2,34.66,75,39,12,Afternoon
SESS016359,USR02195,2023-09-25,Twitter/X,420.6,Desktop,3.0,29,36.08,18,19,12,Afternoon
SESS016360,USR02360,2023-12-12,Twitter/X,43.9,Desktop,26.0,29,52.42,82,18,11,Late Night
SESS016361,USR01897,2023-02-06,Pinterest,30.2,Tablet,143.0,11,57.09,52,26,4,Late Night
SESS016362,USR03300,2023-03-21,Snapchat,27.3,Desktop,180.0,15,49.47,82,25,16,Late Night
SESS016363,USR01790,2023-06-23,Facebook,,Mobile,,15,,78,8,8,Morning
SESS016364,USR03705,2023-10-14,TikTok,57.4,Tablet,183.0,21,67.56,13,35,8,Morning
SESS016365,USR01360,2023-01-25,Twitter/X,17.2,Desktop,91.0,8,54.69,86,4,4,Evening
SESS016366,USR04592,2023-04-05,Facebook,82.2,Tablet,98.0,30,166.71,41,45,5,Late Night
SESS016367,USR03872,2023-06-13,LinkedIn,58.5,Mobile,1.0,5,0.93,22,35,16,Late Night
SESS016368,USR01765,2023-07-20,LinkedIn,44.5,Tablet,160.0,18,87.71,63,48,1,Afternoon
SESS016369,USR00309,2023-03-28,TikTok,176.8,Tablet,192.0,27,5.48,65,47,20,Late Night
SESS016370,USR03579,2023-02-12,LinkedIn,290.6,Tablet,84.0,9,8.51,49,18,2,Evening
SESS016371,USR01376,2023-11-03,Facebook,,Desktop,,16,,26,18,10,Evening
SESS016372,USR00995,2023-08-15,LinkedIn,64.8,Mobile,48.0,20,104.29,28,47,20,Evening
SESS016373,USR02061,2023-05-19,Snapchat,33.7,Tablet,72.0,2,76.24,68,28,3,Evening
SESS016374,USR01718,2023-09-01,Snapchat,53.2,Mobile,3.0,9,37.19,98,39,10,Afternoon
SESS016375,USR02844,2023-08-12,Pinterest,73.7,Mobile,121.0,16,26.94,78,32,14,Late Night
SESS016376,USR00848,2023-01-25,YouTube,74.7,Desktop,136.0,25,46.96,62,12,18,Morning
SESS016377,USR02635,2023-06-03,YouTube,195.2,Desktop,157.0,19,7.26,60,23,0,Afternoon
SESS016378,USR03367,2023-06-02,YouTube,68.2,Tablet,174.0,17,72.65,71,12,20,Evening
SESS016379,USR00100,2023-01-30,Snapchat,48.7,Mobile,147.0,13,88.84,67,7,6,Late Night
SESS016380,USR04506,2023-06-02,LinkedIn,92.9,Mobile,98.0,19,127.78,10,7,7,Afternoon
SESS016381,USR01688,2023-03-17,Instagram,18.4,Tablet,160.0,13,5.96,17,12,18,Afternoon
SESS016382,USR01848,2023-05-17,TikTok,77.2,Tablet,90.0,6,11.69,61,45,13,Late Night
SESS016383,USR01501,2023-02-25,Snapchat,12.9,Mobile,69.0,22,126.48,48,16,20,Morning
SESS016384,USR04126,2023-05-28,YouTube,28.6,Tablet,179.0,27,14.91,34,34,13,Afternoon
SESS016385,USR01940,2023-03-16,YouTube,93.7,Tablet,8.0,20,14.82,41,49,13,Afternoon
SESS016386,USR02933,2023-12-21,Pinterest,15.7,Desktop,12.0,1,20.61,91,13,10,Late Night
SESS016387,USR00425,2023-12-13,Instagram,56.0,Mobile,175.0,21,11.28,89,0,12,Morning
SESS016388,USR00388,2023-08-02,YouTube,9.8,Desktop,57.0,24,33.92,96,1,10,Morning
SESS016389,USR00827,2023-06-11,Facebook,82.1,Tablet,103.0,19,57.35,68,49,0,Evening
SESS016390,USR02579,2023-07-12,Instagram,48.1,Tablet,161.0,21,22.83,73,24,12,Late Night
SESS016391,USR00721,2023-03-21,Pinterest,61.0,Mobile,12.0,27,34.96,62,16,18,Evening
SESS016392,USR01030,2023-08-05,Twitter/X,66.5,Desktop,162.0,27,41.1,9,33,17,Evening
SESS016393,USR00712,2023-02-06,TikTok,34.9,Mobile,121.0,28,13.77,31,14,18,Evening
SESS016394,USR04734,2023-07-22,TikTok,44.2,Desktop,149.0,7,10.18,30,41,2,Morning
SESS016395,USR01949,2023-01-29,TikTok,,Tablet,,4,,19,44,12,Late Night
SESS016396,USR04222,2023-05-12,Snapchat,21.2,Tablet,140.0,28,213.92,96,46,9,Late Night
SESS016397,USR01019,2023-07-26,Snapchat,42.5,Mobile,127.0,29,2.17,29,42,0,Evening
SESS016398,USR04642,2023-06-02,Pinterest,97.6,Desktop,105.0,23,29.25,90,29,15,Evening
SESS016399,USR04356,2023-05-07,Facebook,55.3,Mobile,79.0,1,2.1,60,35,1,Morning
SESS016400,USR01273,2023-01-14,Snapchat,31.6,Desktop,161.0,30,3.47,37,4,15,Late Night
SESS016401,USR01810,2023-01-14,Twitter/X,8.3,Desktop,37.0,12,36.45,21,44,19,Late Night
SESS016402,USR04521,2023-08-13,Twitter/X,,Mobile,,29,,5,38,4,Morning
SESS016403,USR03693,2023-03-24,TikTok,96.6,Tablet,48.0,3,88.64,94,7,9,Morning
SESS016404,USR00538,2023-06-06,Pinterest,17.4,Mobile,156.0,20,45.81,14,48,8,Late Night
SESS016405,USR02779,2023-08-26,LinkedIn,37.3,Desktop,28.0,28,20.69,47,8,1,Afternoon
SESS016406,USR02055,2023-07-21,LinkedIn,72.8,Mobile,183.0,26,12.79,72,39,7,Evening
SESS016407,USR00965,2023-07-18,Pinterest,75.5,Mobile,11.0,6,40.05,33,20,8,Late Night
